Auc,f1-score,Accuracy:,distance positive,distance negative,Topsis Score,Rank
99.33,99,99.33,0.0,9.472533979880989,1.0,2
99.33,99,99.33,0.0,9.472533979880989,1.0,2
91.95,93,92.0,9.472533979880989,0.0,0.0,8
98.32,99,98.46,0.8700000000000045,8.816552614259153,0.9101847649369792,6
98.55,99,99.2,0.12999999999999545,9.372299611087987,0.9863191011312354,5
97.92,98,97.93,1.7204650534085184,7.756603638191144,0.8184602107048655,7
98.55,99,99.2,0.12999999999999545,9.372299611087987,0.9863191011312354,5
99.22,99,99.2,0.12999999999999545,9.372299611087987,0.9863191011312354,5
