Auc,f1-score,Accuracy:,distance positive,distance negative,Topsis Score,Rank
82.33,88,84.39,0.6099999999999994,13.20286332580929,0.9558382657084418,4
73.77,79,74.73,13.655508046206114,0.0,0.0,8
81.97,88,84.66,0.3400000000000034,13.40167526841327,0.9752577474464463,3
81.97,88,84.66,0.3400000000000034,13.40167526841327,0.9752577474464463,3
82.57,88,85.0,0.0,13.655508046206114,1.0,1
76.71,81,77.77,10.063443744563788,3.638900932974124,0.26556775636649477,7
76.71,81,77.77,10.063443744563788,3.638900932974124,0.26556775636649477,7
80.5,86,77.73,7.54008620640374,7.615773105863909,0.5024969517696336,5
